10,"t","Honey Bee Colonies: Released August 1, 2024, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
10,"t","Colony Health Stressors with Five or More Colonies – States and United States: October-December 2023"
10,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
10,"h","","","","","","",""
10,"h","","Varroa","Other pests","","","",""
10,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
10,"h","","","","","","",""
10,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
10,"d","Alabama",72.0,62.4,8.2,2.1,14.5,5.1
10,"d","Arizona",24.8,-,-,0.7,1.0,16.9
10,"d","Arkansas",60.8,9.6,8.5,8.3,0.6,2.6
10,"d","California",33.7,3.8,3.4,2.4,3.2,2.9
10,"d","Colorado",11.4,-,-,-,0.7,5.3
10,"d","Connecticut",5.0,"(Z)",-,-,3.6,1.5
10,"d","Florida",38.7,14.9,4.1,30.3,17.4,14.1
10,"d","Georgia",42.0,15.8,3.2,2.9,18.8,10.1
10,"d","Idaho",55.3,1.0,10.2,8.3,0.8,1.2
10,"d","",,,,,,
10,"d","Illinois",32.3,15.8,0.5,5.8,2.8,4.7
10,"d","Indiana",47.5,32.8,5.8,8.4,2.0,"(Z)"
10,"d","Iowa",19.1,12.1,"(Z)",12.1,0.9,"(Z)"
10,"d","Kansas",63.6,51.4,-,43.2,41.5,41.3
10,"d","Kentucky",28.7,10.9,-,11.8,4.7,3.2
10,"d","Louisiana",10.1,1.1,-,1.1,1.7,1.4
10,"d","Maine",23.3,3.8,0.1,-,0.5,2.8
10,"d","Maryland",33.8,19.0,-,-,"(Z)",3.1
10,"d","Massachusetts",8.8,0.6,4.6,"(Z)",0.5,"(Z)"
10,"d","Michigan",13.3,2.2,3.1,2.3,9.2,2.3
10,"d","",,,,,,
10,"d","Minnesota",25.9,3.0,0.5,9.2,0.8,3.6
10,"d","Mississippi",16.0,0.6,-,0.8,12.9,3.1
10,"d","Missouri",41.2,9.7,"(Z)","(Z)",4.7,2.5
10,"d","Montana",22.5,0.5,2.8,6.9,1.9,0.8
10,"d","Nebraska",15.6,"(Z)",0.5,0.6,7.9,1.6
10,"d","New Jersey",12.5,2.8,"(Z)",2.4,"(Z)",1.2
10,"d","New Mexico",24.6,3.4,4.1,2.2,13.6,3.8
10,"d","New York",35.1,18.5,2.9,4.5,15.8,5.2
10,"d","North Carolina",37.0,6.5,"(Z)","(Z)",0.9,1.5
10,"d","North Dakota",40.4,1.6,0.8,4.1,6.5,-
10,"d","",,,,,,
10,"d","Ohio",34.4,14.3,1.5,2.5,2.1,16.4
10,"d","Oklahoma",2.5,-,-,-,"(Z)","(Z)"
10,"d","Oregon",51.1,2.5,3.0,0.5,0.7,1.4
10,"d","Pennsylvania",30.1,10.4,"(Z)",8.8,1.1,3.0
10,"d","South Carolina",48.9,8.0,9.5,16.3,5.9,10.2
10,"d","South Dakota",52.7,48.5,2.0,15.0,17.7,-
10,"d","Tennessee",10.1,5.0,"(Z)",2.1,1.1,1.8
10,"d","Texas",36.1,12.3,-,23.2,16.2,9.5
10,"d","Utah",43.3,15.0,15.6,5.2,15.7,2.4
10,"d","Vermont",11.5,4.7,0.6,0.8,"(Z)",1.4
10,"d","",,,,,,
10,"d","Virginia",42.5,21.6,2.8,"(Z)",4.9,3.8
10,"d","Washington",46.5,1.2,6.9,0.9,8.9,24.2
10,"d","West Virginia",15.0,4.0,"(Z)",1.1,1.6,1.2
10,"d","Wisconsin",28.6,5.2,5.2,6.1,0.6,2.5
10,"d","Wyoming",13.2,0.1,-,2.0,1.5,1.6
10,"d","",,,,,,
10,"d","Other States 4/",49.7,40.4,12.7,2.8,3.6,2.2
10,"d","",,,,,,
10,"d","United States",46.5,11.1,4.1,10.2,9.3,5.9
10,"c",""
10,"f","-  Represents zero."
10,"f","(Z)  Less than half of the unit shown."
10,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
10,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
10,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
10,"f","4/ Includes data for States not published in this table."
