23,"t","Honey Bee Colonies: Released August 1, 2024, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
23,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2024"
23,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
23,"h","","","","","","",""
23,"h","","Varroa","Other pests","","","",""
23,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
23,"h","","","","","","",""
23,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
23,"d","Alabama",62.4,23.4,3.9,2.4,5.2,1.3
23,"d","Arizona",11.7,"(Z)","(Z)",1.0,1.0,-
23,"d","Arkansas",34.4,14.6,2.7,12.7,15.0,8.6
23,"d","California",55.0,30.7,1.8,29.3,16.8,4.6
23,"d","Colorado",1.2,-,-,"(Z)",0.9,"(Z)"
23,"d","Connecticut",6.3,1.1,"(Z)","(Z)",2.5,"(Z)"
23,"d","Florida",44.4,13.7,2.9,13.3,13.1,2.0
23,"d","Georgia",31.6,10.8,1.2,2.5,9.1,2.2
23,"d","Idaho",32.7,6.6,3.0,1.2,12.2,"(Z)"
23,"d","",,,,,,
23,"d","Illinois",32.0,13.4,0.6,0.6,3.6,3.2
23,"d","Indiana",21.9,13.6,"(Z)",-,1.8,1.7
23,"d","Iowa",17.1,7.9,3.3,"(Z)",7.8,1.2
23,"d","Kansas",42.0,5.8,2.2,21.5,1.4,2.7
23,"d","Kentucky",36.7,30.2,27.3,29.4,-,27.4
23,"d","Louisiana",17.5,1.4,-,1.0,16.8,1.1
23,"d","Maine",3.1,"(Z)","(Z)",1.2,-,"(Z)"
23,"d","Maryland",26.9,0.6,-,0.5,0.9,1.1
23,"d","Massachusetts",6.6,0.8,0.5,-,2.1,"(Z)"
23,"d","Michigan",24.4,10.5,9.7,7.6,4.2,4.8
23,"d","",,,,,,
23,"d","Minnesota",24.4,2.4,0.9,0.8,0.5,0.5
23,"d","Mississippi",24.7,1.3,-,"(Z)","(Z)",14.3
23,"d","Missouri",13.5,7.1,0.5,0.5,2.1,6.0
23,"d","Montana",10.6,"(Z)",1.4,3.4,"(Z)",-
23,"d","Nebraska",5.9,1.1,0.7,"(Z)",0.7,3.5
23,"d","New Jersey",16.6,3.0,1.5,1.0,0.9,0.7
23,"d","New Mexico",26.7,"(Z)",-,1.1,"(Z)",2.1
23,"d","New York",39.3,6.7,2.8,3.0,3.5,6.0
23,"d","North Carolina",17.0,3.6,"(Z)","(Z)",0.8,1.0
23,"d","North Dakota",41.9,12.0,3.0,"(Z)",17.6,1.4
23,"d","",,,,,,
23,"d","Ohio",35.0,4.6,0.5,4.6,21.9,1.3
23,"d","Oklahoma",13.4,2.3,1.9,1.5,7.8,"(Z)"
23,"d","Oregon",5.3,0.9,3.5,2.2,"(Z)",-
23,"d","Pennsylvania",30.1,10.7,1.2,7.7,2.0,1.8
23,"d","South Carolina",31.6,26.7,1.9,8.2,5.4,0.9
23,"d","South Dakota",70.0,63.6,"(Z)",23.8,65.0,"(Z)"
23,"d","Tennessee",54.1,5.3,-,0.7,5.1,3.0
23,"d","Texas",60.0,52.4,"(Z)",1.6,5.5,0.6
23,"d","Utah",9.6,"(Z)",2.4,1.2,0.7,8.8
23,"d","Vermont",5.6,1.1,1.1,-,0.5,"(Z)"
23,"d","",,,,,,
23,"d","Virginia",23.4,8.5,6.6,"(Z)",7.7,1.0
23,"d","Washington",54.0,11.7,2.3,9.8,19.1,11.6
23,"d","West Virginia",16.1,2.9,0.5,1.5,3.7,0.9
23,"d","Wisconsin",30.0,11.3,11.1,3.9,5.2,16.5
23,"d","Wyoming",12.4,1.3,"(Z)","(Z)",-,2.6
23,"d","",,,,,,
23,"d","Other States 4/",39.1,32.9,32.0,33.7,7.3,3.8
23,"d","",,,,,,
23,"d","United States",54.8,27.5,3.3,15.4,18.0,4.3
23,"c",""
23,"f","-  Represents zero."
23,"f","(Z)  Less than half of the unit shown."
23,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
23,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
23,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
23,"f","4/ Includes data for States not published in this table."
